Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
protein kinase activity (GO:0004672)	31/513	6.289075552162362E-13	7.238725960538878E-10	0	0	4.758177157679851	133.67999811539013	FLT4;STK3;GRK1;CDC42;TBK1;GRK5;FGFR1OP2;AKT3;GRK6;KDR;RIPK1;RAC1;PRKACA;PAK2;MAP3K7;MAP2K2;SYK;RIPK3;DAPK1;RIPK2;NEK7;CSNK1E;BMX;LATS1;PKN1;SQSTM1;MAP3K14;MET;CSNK1A1L;ATR;BMPR1A
protein kinase binding (GO:0019901)	28/495	4.2147838022356576E-11	2.425608078186621E-8	0	0	4.453988705957211	106.40506741548958	BECN1;FLT4;CLTC;BCL10;ADCY6;PRDX3;CDC42;ZFP36;GRK5;RNF138;KDR;PLCG1;RAC1;PRKACA;PAK2;CAV1;DAB2IP;AXIN1;RHOC;LATS1;SIKE1;GPRC5B;TNIP1;HCLS1;PTPN6;PKN1;SQSTM1;MET
protein serine/threonine kinase activity (GO:0004674)	24/368	6.253530026745832E-11	2.399271020261484E-8	0	0	5.1352276617596715	120.65366268922679	MAP2K2;SYK;RIPK3;DAPK1;RIPK2;NEK7;CSNK1E;STK3;LATS1;CDC42;TBK1;GRK5;AKT3;RIPK1;RAC1;PKN1;PRKACA;PAK2;MAP3K7;SQSTM1;MAP3K14;CSNK1A1L;ATR;BMPR1A
kinase binding (GO:0019900)	25/418	1.545347106907694E-10	4.44673630012689E-8	0	0	4.709339562219794	106.38681752325897	BECN1;TRADD;CLTC;BCL10;ADCY6;PRDX3;CDC42;ZFP36;RNF138;PLCG1;RAC1;PRKACA;PAK2;CAV1;DAB2IP;AXIN1;CDC6;RHOC;LATS1;SIKE1;GPRC5B;TOLLIP;HCLS1;PTPN6;SQSTM1
phosphotransferase activity, alcohol group as acceptor (GO:0016773)	17/254	2.9011455639050837E-8	6.678437088109503E-6	0	0	5.27001054002108	91.46406350973844	RIPK3;SYK;GK;DAPK1;DOLK;CSNK1E;STK3;GRK1;TBK1;AKT3;RIPK1;PKN1;PRKACA;PAK2;MAP3K7;MAP3K14;ATR
ubiquitin-like protein ligase binding (GO:0044389)	18/297	5.166291725491546E-8	9.910669626734616E-6	0	0	4.772130756382725	80.06931796987952	SMAD2;NGFR;HSPA8;BECN1;AXIN1;RNF8;CXCR4;RPA2;BCL10;TNFRSF1B;NKD2;NFKBIA;UCHL1;ITCH;MAP1LC3A;RIPK1;PRKACA;SQSTM1
kinase activity (GO:0016301)	17/280	1.1946199666950853E-7	1.9642965452372046E-5	0	0	4.780652418447694	76.20487854503612	SYK;RIPK3;GK;DAPK1;DOLK;CSNK1E;STK3;GRK1;TBK1;AKT3;RIPK1;PKN1;PRKACA;PAK2;MAP3K7;MAP3K14;ATR
ubiquitin protein ligase binding (GO:0031625)	17/284	1.4636944349029422E-7	2.105890368216608E-5	0	0	4.713319285793501	74.17412764806919	SMAD2;NGFR;HSPA8;BECN1;AXIN1;RNF8;CXCR4;RPA2;BCL10;TNFRSF1B;NKD2;NFKBIA;UCHL1;MAP1LC3A;RIPK1;PRKACA;SQSTM1
tumor necrosis factor receptor superfamily binding (GO:0032813)	6/26	7.357917825359726E-7	9.40995935221005E-5	0	0	18.170805572380377	256.6139066457701	MADD;DAB2IP;TNFSF9;RIPK1;FADD;TNF
ubiquitin binding (GO:0043130)	8/62	1.133582563054983E-6	1.3047535300762854E-4	0	0	10.16002032004064	139.09197389493207	UCHL1;SHARPIN;TOLLIP;TNFAIP3;CXCR4;RBCK1;SQSTM1;BIRC2
death domain binding (GO:0070513)	4/10	5.0240942738530865E-6	5.257029553822639E-4	0	0	31.49606299212599	384.2918224968307	CRADD;TRADD;RIPK1;MCL1
polyubiquitin modification-dependent protein binding (GO:0031593)	6/43	1.6262502979760396E-5	0.0015598450774753512	0	0	10.986998718183484	121.1497732748223	SHARPIN;TNIP1;TNFAIP3;TAB2;SQSTM1;OPTN
cysteine-type peptidase activity (GO:0008234)	7/65	1.8232970871532692E-5	0.0016143191902410867	0	0	8.479709267110843	92.53295350131947	PDIA3;UCHL1;CASP7;CASP3;OTULIN;CASP2;ATG4D
purine ribonucleoside triphosphate binding (GO:0035639)	16/396	5.0432821997997786E-5	0.004146298437121104	0	0	3.18142050425515	31.479737102445764	RAB2A;HSPA8;BLM;ABCB6;DAPK1;RHOC;HSPA13;STK3;LATS1;CDC42;RAD51;RHEB;AKT3;RAC1;RAB5A;BMPR1A
vascular endothelial growth factor-activated receptor activity (GO:0005021)	3/7	6.822793488203811E-5	0.005235356869948391	0	0	33.74578177727784	323.7116920563471	NRP1;FLT4;KDR
K63-linked polyubiquitin modification-dependent protein binding (GO:0070530)	4/20	1.0487349291237792E-4	0.007544336896384186	0	0	15.748031496062994	144.29536635595488	TNFAIP3;TAB2;SQSTM1;OPTN
bioactive lipid receptor activity (GO:0045125)	3/8	1.081399116352942E-4	0.007321708134836683	0	0	29.52755905511811	269.6481700140716	LPAR6;S1PR1;LPAR4
armadillo repeat domain binding (GO:0070016)	3/9	1.6068792036586077E-4	0.010275099796728098	0	0	26.246719160104988	229.29255792377376	AXIN1;STRN;STRN4
protein phosphatase binding (GO:0019903)	7/92	1.7160067576308554E-4	0.010395388305437445	0	0	5.991098938719618	51.94486736591402	FLT4;DAB2IP;RPA2;STRN;PIK3R1;MET;STRN4
Rac GTPase binding (GO:0048365)	5/43	2.0613679697447678E-4	0.011863172665881138	0	0	9.155832265152902	77.70527876381665	RALBP1;CAV1;PKN1;PAK2;NOX1
death receptor activity (GO:0005035)	4/24	2.2100431042069296E-4	0.012113141014010361	0	0	13.123359580052494	110.46362667284376	NGFR;TNFRSF10B;TNFRSF1B;TNFRSF1A
cysteine-type endopeptidase inhibitor activity involved in apoptotic process (GO:0043027)	4/24	2.2100431042069296E-4	0.011562543695191708	0	0	13.123359580052494	110.46362667284376	PRDX3;BIRC7;BIRC2;BIRC3
tumor necrosis factor-activated receptor activity (GO:0005031)	4/24	2.2100431042069296E-4	0.011059824404096417	0	0	13.123359580052494	110.46362667284376	NGFR;TNFRSF10B;TNFRSF1B;TNFRSF1A
death receptor binding (GO:0005123)	3/10	2.2740153998346881E-4	0.010905798855040526	0	0	23.62204724409449	198.1604693984859	MADD;DAB2IP;RIPK1
Rho GTPase binding (GO:0017048)	6/72	3.06638034910971E-4	0.014117615127301104	0	0	6.561679790026247	53.08295633444077	RALBP1;SIKE1;CAV1;PKN1;PAK2;NOX1
cysteine-type endopeptidase inhibitor activity (GO:0004869)	5/51	4.6320533073510733E-4	0.02050574367985033	0	0	7.71962328238382	59.26617356242264	PRDX3;BIRC5;BIRC7;BIRC2;BIRC3
MAP kinase kinase kinase activity (GO:0004709)	6/78	4.732028515241326E-4	0.020172462300158393	0	0	6.056935190793459	46.37181344539045	FLT4;KDR;MAP3K7;MET;MAP3K14;STK3
cysteine-type endopeptidase activity (GO:0004197)	6/81	5.793104366948513E-4	0.023813796879849063	0	0	5.832604257801108	43.47431941661716	PDIA3;UCHL1;CASP7;CASP3;CASP2;ATG4D
protein kinase activator activity (GO:0030295)	5/55	6.582937216967085E-4	0.026127450816307293	0	0	7.158196134574088	52.439938014903674	GPRC5B;MAP2K2;MADD;PAK2;STK3
cysteine-type endopeptidase activity involved in execution phase of apoptosis (GO:0097200)	3/14	6.643086353843679E-4	0.02548730797758025	0	0	16.87289088863892	123.45495563814013	CASP7;CASP3;CASP2
protease binding (GO:0002020)	7/118	7.816976766917167E-4	0.029023678253940834	0	0	4.671026291205125	33.41672058191343	CRADD;RIPK2;CLTC;TNFAIP3;BCL10;FADD;TNF
single-stranded DNA binding (GO:0003697)	6/87	8.462551068766634E-4	0.03043873837546999	0	0	5.430355688297584	38.418081450133414	BLM;RAD51;RNF138;RPA3;RPA1;RPA2
ubiquitin-protein transferase activity (GO:0004842)	14/417	9.46118369015029E-4	0.032999461901099945	0	0	2.6435544477803585	18.407447306980476	RNF8;RC3H1;TNFAIP3;FBXO11;CDC42;ITCH;SHARPIN;RNF138;BIRC5;RBCK1;BIRC7;BTRC;BIRC2;BIRC3
cysteine-type endopeptidase activity involved in apoptotic process (GO:0097153)	3/16	0.001002996092306518	0.03395436771308242	0	0	14.763779527559056	101.94040845495168	CASP7;CASP3;CASP2
nucleoside-triphosphatase activity (GO:0017111)	14/424	0.001108704243754025	0.0364605309874538	0	0	2.599910860199079	17.69125800570501	RAB2A;HSPA8;RALBP1;BLM;ABCC1;RAB5C;RHOC;HSPA13;CDC42;RHEB;ACIN1;KIF2C;RAC1;RAB5A
protein kinase C binding (GO:0005080)	4/40	0.0016212260615016624	0.05183419991078926	0	0	7.874015748031497	50.58718573149888	GRK5;PKN1;SQSTM1;ADCY6
ATP binding (GO:0005524)	10/255	0.001625508883735048	0.050566506085920004	0	0	3.087849312953528	19.82996557975292	LATS1;HSPA8;BLM;RAD51;ABCB6;DAPK1;AKT3;HSPA13;STK3;BMPR1A
phosphatase binding (GO:0019902)	6/102	0.001927837410024138	0.05839318049836271	0	0	4.6317739694302915	28.954869927050378	SMAD2;FLT4;TSC2;RPA2;PIK3R1;MET
protein phosphatase 2A binding (GO:0051721)	3/20	0.0019666686822761613	0.05804193982820158	0	0	11.811023622047244	73.5993802187352	DAB2IP;STRN;STRN4
inorganic cation transmembrane transporter activity (GO:0022890)	2/6	0.00233005684573131	0.06704738573591845	0	0	26.246719160104988	159.10400562710137	MMGT1;SLC39A1
neurotrophin TRKA receptor binding (GO:0005168)	2/6	0.00233005684573131	0.06541208364479849	0	0	26.246719160104988	159.10400562710137	PIK3R1;PLCG1
phosphatidylethanolamine binding (GO:0008429)	2/6	0.00233005684573131	0.0638546530818271	0	0	26.246719160104988	159.10400562710137	MAP1LC3A;NF1
BMP receptor activity (GO:0098821)	2/6	0.00233005684573131	0.062369661149691585	0	0	26.246719160104988	159.10400562710137	BMPR2;BMPR1A
thiol-dependent ubiquitin-specific protease activity (GO:0004843)	5/76	0.002818616133980147	0.07373243568661704	0	0	5.180273518441774	30.416023866099945	UCHL1;USP4;OTULIN;TNFAIP3;STAMBP
adenyl ribonucleotide binding (GO:0032559)	10/279	0.003120826690986995	0.07982381158502293	0	0	2.8222278666779554	16.28328774644499	LATS1;HSPA8;BLM;RAD51;ABCB6;DAPK1;AKT3;HSPA13;STK3;BMPR1A
beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity (GO:0003831)	2/7	0.0032347933832394334	0.08094015617627365	0	0	22.49718785151856	128.99415573088055	B4GALT1;B4GALT5
kinase activator activity (GO:0019209)	3/24	0.0033635063127063257	0.0823701226792549	0	0	9.84251968503937	56.050898658206286	GPRC5B;MADD;BCL10
GDP binding (GO:0019003)	4/51	0.00397632507773755	0.09534896175991502	0	0	6.175698625907056	34.1355394999884	RAB2A;RAB5C;RHEB;RAB5A
purine ribonucleoside binding (GO:0032550)	7/159	0.004272320456759425	0.10035593562714487	0	0	3.4665478135987717	18.912091897171553	RAB2A;CDC42;RAB5C;RHEB;RAC1;RHOC;RAB5A
C-C chemokine binding (GO:0019957)	2/8	0.004277016392651979	0.09845691735884855	0	0	19.68503937007874	107.37203970471128	ZFP36;CXCR4
neurotrophin TRK receptor binding (GO:0005167)	2/8	0.004277016392651979	0.09652638956749858	0	0	19.68503937007874	107.37203970471128	PIK3R1;PLCG1
phospholipase C activity (GO:0004629)	3/27	0.004726622428233954	0.10462196951725541	0	0	8.748906386701663	46.84640775083093	PDIA3;CHRM3;PLCG1
guanyl ribonucleotide binding (GO:0032561)	7/170	0.0061267949583685664	0.13305549051098528	0	0	3.2422417786012043	16.519492625007505	RAB2A;CDC42;RAB5C;RHEB;RAC1;RHOC;RAB5A
thiol-dependent ubiquitinyl hydrolase activity (GO:0036459)	5/92	0.006373276565412307	0.13584520975536232	0	0	4.279356384799726	21.63489201971602	UCHL1;USP4;OTULIN;TNFAIP3;STAMBP
store-operated calcium channel activity (GO:0015279)	2/10	0.006759549609686906	0.1414589381954478	0	0	15.748031496062994	78.68974829815468	TRPC5;TRPC1
galactosyltransferase activity (GO:0008378)	2/10	0.006759549609686906	0.13893288572767196	0	0	15.748031496062994	78.68974829815468	B4GALT1;B4GALT5
G-rich strand telomeric DNA binding (GO:0098505)	2/10	0.006759549609686906	0.13649546667981804	0	0	15.748031496062994	78.68974829815468	RPA1;RPA2
I-SMAD binding (GO:0070411)	2/10	0.006759549609686906	0.13414209656464876	0	0	15.748031496062994	78.68974829815468	SMAD2;AXIN1
G-protein coupled receptor activity (GO:0004930)	9/267	0.007307394067457002	0.14255611138377983	0	0	2.6541626116960098	13.0554770171573	LPAR6;S1PR1;CXCR4;HTR2C;GPR50;LPAR4;TACR1;CELSR2;XPR1
transmembrane receptor protein tyrosine kinase activity (GO:0004714)	4/61	0.0075253295626127375	0.14436090544278768	0	0	5.163289015102621	25.245801851607883	NRP1;FLT4;KDR;MET
transmembrane receptor protein kinase activity (GO:0019199)	4/62	0.007965731733253692	0.15030421680286885	0	0	5.08001016002032	24.549689973370732	FLT4;KDR;MET;BMPR1A
semaphorin receptor activity (GO:0017154)	2/11	0.00819284475794367	0.15209619865150267	0	0	14.316392269148176	68.78302213507949	NRP1;PLXNA2
inositol 1,4,5 trisphosphate binding (GO:0070679)	2/11	0.00819284475794367	0.149681973276082	0	0	14.316392269148176	68.78302213507949	TRPC5;TRPC1
thioesterase binding (GO:0031996)	2/11	0.00819284475794367	0.14734319244364322	0	0	14.316392269148176	68.78302213507949	CDC42;RAC1
Lys63-specific deubiquitinase activity (GO:0061578)	2/11	0.00819284475794367	0.1450763740983564	0	0	14.316392269148176	68.78302213507949	TNFAIP3;STAMBP
caspase binding (GO:0089720)	2/11	0.00819284475794367	0.14287824721807826	0	0	14.316392269148176	68.78302213507949	RIPK2;FADD
Ras GTPase binding (GO:0017016)	7/184	0.009284509166576133	0.15949955299595717	0	0	2.995549469359809	14.017397997422487	RABGEF1;NGFR;RALBP1;SIKE1;BIRC5;OPTN;TBC1D15
mitogen-activated protein kinase kinase binding (GO:0031434)	4/65	0.009387444132627282	0.1588962970096177	0	0	4.845548152634767	22.620870808775358	FLT4;KDR;DAB2IP;MET
single-stranded telomeric DNA binding (GO:0043047)	2/12	0.009749593972768339	0.16263453134284575	0	0	13.123359580052494	60.76810549420132	RPA1;RPA2
GTP binding (GO:0005525)	6/147	0.011321506495063012	0.18615791394025039	0	0	3.2138839787883655	14.40157844274165	RAB2A;CDC42;RHEB;RAC1;RHOC;RAB5A
protein tyrosine kinase activity (GO:0004713)	6/147	0.011321506495063012	0.1835359714903877	0	0	3.2138839787883655	14.40157844274165	SYK;FLT4;FGFR1OP2;KDR;BMX;MET
protein kinase regulator activity (GO:0019887)	5/107	0.011832591086391677	0.18915711583940026	0	0	3.679446611229671	16.32532783217985	GPRC5B;KIDINS220;MADD;DCN;SOCS5
transmembrane receptor protein serine/threonine kinase activity (GO:0004675)	2/14	0.013220152604153889	0.20844377599152228	0	0	11.24859392575928	48.66156244313295	BMPR2;BMPR1A
protein serine/threonine/tyrosine kinase activity (GO:0004712)	2/14	0.013220152604153889	0.20562696820785306	0	0	11.24859392575928	48.66156244313295	MAP2K2;PRKACA
endopeptidase inhibitor activity (GO:0004866)	5/111	0.013699782156367812	0.21024599015972467	0	0	3.546853940554728	15.217334706921793	ITIH2;BIRC5;BIRC7;HRG;SERPINB8
GTPase activator activity (GO:0005096)	8/249	0.014545036120164095	0.220280744398801	0	0	2.529804256395661	10.702350829963429	NRP1;RALBP1;DAB2IP;NF1;AXIN1;TSC2;SOS1;TBC1D15
