Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ATPase activity, coupled (GO:0042623)	9/94	3.647160518475985E-8	4.197881756765859E-5	0	0	12.76595744680851	218.63912960749775	CDK7;ERCC3;CHD8;HSPA6;ERCC2;GTF2H1;HSPA2;MNAT1;HSPA1B
RNA polymerase II carboxy-terminal domain kinase activity (GO:0008353)	5/15	6.272855867424491E-8	3.6100285517027945E-5	0	0	44.44444444444444	737.0866227448757	CDK7;ERCC3;ERCC2;GTF2H1;MNAT1
DNA-dependent ATPase activity (GO:0008094)	7/72	1.1362840246762087E-6	4.359543041341054E-4	0	0	12.962962962962964	177.4337606117679	TOP2B;CDK7;ERCC3;CHD8;ERCC2;GTF2H1;MNAT1
transcription coactivator activity (GO:0003713)	12/291	2.0764960296614415E-6	5.975117325350798E-4	0	0	5.498281786941581	71.94407524899745	SMARCC1;CDK7;TADA2A;ZMIZ2;KAT6A;TAF10;CARM1;NR1I2;TADA1;SUPT3H;CCAR1;HIPK2
mRNA binding (GO:0003729)	9/179	8.471815250509867E-6	0.0019502118706673714	0	0	6.703910614525141	78.29340172271822	DHFR;HNRNPM;PIWIL1;RPS7;AGO2;SERBP1;IGF2BP1;IGF2BP3;TP53
peptide-lysine-N-acetyltransferase activity (GO:0061733)	5/39	1.0403539282522045E-5	0.001995745619030479	0	0	17.094017094017094	196.12588878776162	TADA2A;TAF10;KAT6A;TADA1;SUPT3H
histone acetyltransferase activity (GO:0004402)	5/41	1.3378740244289202E-5	0.0021998471458824103	0	0	16.260162601626018	182.46900259906639	TADA2A;TAF10;KAT6A;TADA1;SUPT3H
protein kinase binding (GO:0019901)	14/495	2.2340644393789068E-5	0.0032142602121564023	0	0	3.771043771043771	40.384495859541914	TOP2B;CDKN2C;RPS7;VRK2;HDAC9;PTK2;CCNA2;POLA1;RB1CC1;TRAF6;ANKRD2;RFFL;TP53;EPHA3
damaged DNA binding (GO:0003684)	5/46	2.3744900167703972E-5	0.0030367088992252524	0	0	14.492753623188406	154.32090985974276	ERCC3;TDG;XRCC1;APTX;TP53
histone methyltransferase activity (GO:0042054)	5/48	2.930605992918938E-5	0.0033731274978496977	0	0	13.88888888888889	144.96828110839536	KMT2E;PRMT5;CARM1;WDR5;EHMT1
