Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	36/89	3.5639256212415564E-58	1.8186712445195662E-54	0	0	66.85857554090445	8843.9903781857	RPL4;RPL5;RPL30;RPL31;RPL12;RPL11;SRP14;RPL8;RPS4Y1;RPL6;RPS4X;RPS15;RPL7A;RPS14;RPS16;RPS18;RPL36;RPS3;RPLP2;RPL18;RPL17;RPS13;RPL19;RPS9;RPS8;RPL22;RPS6;RPL13A;RPL35A;RPL23A;RPS25;RPS28;RPL27A;RPL24;RPL27;RPS23
cotranslational protein targeting to membrane (GO:0006613)	36/93	2.5914470539088556E-57	6.612077158048446E-54	0	0	63.98293788323114	8336.665457076757	RPL4;RPL5;RPL30;RPL31;RPL12;RPL11;SRP14;RPL8;RPS4Y1;RPL6;RPS4X;RPS15;RPL7A;RPS14;RPS16;RPS18;RPL36;RPS3;RPLP2;RPL18;RPL17;RPS13;RPL19;RPS9;RPS8;RPL22;RPS6;RPL13A;RPL35A;RPL23A;RPS25;RPS28;RPL27A;RPL24;RPL27;RPS23
protein targeting to ER (GO:0045047)	36/97	1.692565091141712E-56	2.879053220032052E-53	0	0	61.34446621794326	7877.765563372053	RPL4;RPL5;RPL30;RPL31;RPL12;RPL11;SRP14;RPL8;RPS4Y1;RPL6;RPS15;RPS4X;RPS14;RPL7A;RPS16;RPS18;RPL36;RPS3;RPLP2;RPL18;RPL17;RPS13;RPL19;RPS9;RPS8;RPL22;RPS6;RPL13A;RPL35A;RPL23A;RPS25;RPS28;RPL27A;RPL24;RPL27;RPS23
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	37/112	7.7442098144375595E-56	9.879675670768716E-53	0	0	54.60448642266824	6929.190276383344	RPL4;RPL5;RPL30;RPL31;RPL12;RPL11;RPL8;RPS4Y1;RPL6;RPS15;RPS4X;RPS14;RPL7A;RPS16;RPS18;RPL36;RPS3;RPLP2;RPL18;RPL17;RPS13;RPL19;RPS9;RPS8;RPL22;RPS6;RPL13A;RPL35A;RPL23A;RPS25;RPS28;RPL27A;RPL24;RPL27;EIF3E;PABPC1;RPS23
viral gene expression (GO:0019080)	35/110	4.497863357521295E-52	4.590519342686233E-49	0	0	52.59203606311044	6217.999673386781	RPL4;RPL5;RPL30;RPL31;RPL12;RPL11;RPL8;RPS4Y1;RPL6;RPS15;RPS4X;RPS14;RPL7A;RPS16;RPS18;RPL36;RPS3;RPLP2;RPL18;RPL17;RPS13;RPL19;RPS9;RPS8;RPL22;RPS6;RPL13A;RPL35A;RPL23A;RPS25;RPS28;RPL27A;RPL24;RPL27;RPS23
viral transcription (GO:0019083)	35/113	1.3670806209935632E-51	1.1627020681550255E-48	0	0	51.195787318072114	5996.007719379437	RPL4;RPL5;RPL30;RPL31;RPL12;RPL11;RPL8;RPS4Y1;RPL6;RPS15;RPS4X;RPS14;RPL7A;RPS16;RPS18;RPL36;RPS3;RPLP2;RPL18;RPL17;RPS13;RPL19;RPS9;RPS8;RPL22;RPS6;RPL13A;RPL35A;RPL23A;RPS25;RPS28;RPL27A;RPL24;RPL27;RPS23
viral process (GO:0016032)	40/220	8.929289983282333E-49	6.509452397812821E-46	0	0	30.05259203606311	3324.9386228138774	RPL4;RPL5;RPL30;RPL31;RPL12;RPL11;RPL8;RPS4Y1;RPL6;RPS15;RPS4X;RPS14;RPL7A;RPS16;RPS18;RPL36;RPS3;RPLP2;RPL18;RPL17;RPS13;RPL19;RPS9;RPS8;RPL22;RPS6;RPL13A;RPL35A;RPL23A;RPS25;RPS28;EIF3L;RPL27A;EIF3G;RPL24;RPL27;EIF3F;EIF3A;RPS23;EIF3B
nuclear-transcribed mRNA catabolic process (GO:0000956)	37/174	9.677578578818856E-48	6.173085435964078E-45	0	0	35.147715398499095	3804.8903689557833	RPL4;RPL5;RPL30;RPL31;RPL12;RPL11;RPL8;RPS4Y1;RPL6;RPS15;RPS4X;RPS14;RPL7A;RPS16;RPS18;RPL36;RPS3;RPLP2;RPL18;RPL17;RPS13;RPL19;RPS9;RPS8;RPL22;RPS6;RPL13A;RPL35A;RPL23A;RPS25;RPS28;RPL27A;RPL24;RPL27;EIF3E;PABPC1;RPS23
peptide biosynthetic process (GO:0043043)	35/174	3.59109806194706E-44	2.0361526011239832E-41	0	0	33.247838890472124	3325.9570745899855	RPL4;RPL5;RPL30;RPL31;RPL12;RPL11;RPL8;RPS4Y1;RPL6;RPS15;RPS4X;RPS14;RPL7A;RPS16;RPS18;RPL36;RPS3;RPLP2;RPL18;RPL17;RPS13;RPL19;RPS9;RPS8;RPL22;RPS6;RPL13A;RPL35A;RPL23A;RPS25;RPS28;RPL27A;RPL24;RPL27;RPS23
ribosome biogenesis (GO:0042254)	37/226	3.4049302529932915E-43	1.7375359081024767E-40	0	0	27.060630439552405	2646.149036855865	RPL4;RPL5;RPL30;RPL31;RPL12;RPL11;RPL8;RPS4Y1;RPL6;RPS15;RPS4X;RPS14;RPL7A;RPS16;RPS18;RPL36;RPS3;RPLP2;RPL18;RPL17;RPS13;RPL19;RPS9;NPM1;RPS8;RPL22;RPS6;RPL13A;RPL35A;RPL23A;RPS25;RPS28;RPL27A;RPL24;RPL27;RPL26L1;RPS23
