Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Thyroid cancer	4/37	1.1675973396444486E-4	0.035961998061049015	0	0	15.782205563227462	142.9140625837511	RXRA;NCOA4;PPARG;RXRG
Thyroid hormone signaling pathway	6/116	1.4815703170038586E-4	0.022816182881859423	0	0	7.5509690410269314	66.5786898189283	NOTCH2;MED1;RXRA;ATP2A2;ATP1B1;RXRG
Gastric cancer	6/149	5.702100904158435E-4	0.058541569282693266	0	0	5.878606770195463	43.91028669201526	RXRA;SHC1;RPS6KB2;ARAF;MLH1;RXRG
Parathyroid hormone synthesis, secretion and action	5/106	8.163861419960243E-4	0.06286173293369388	0	0	6.886103842445944	48.964489062800006	RXRA;VDR;ARAF;ITPR3;RXRG
PPAR signaling pathway	4/74	0.0016729895525109187	0.10305615643467259	0	0	7.891102781613731	50.44894931355531	RXRA;ILK;PPARG;RXRG
ErbB signaling pathway	4/85	0.002778564766349544	0.1426329913392766	0	0	6.869901245169601	40.43500733836453	ERBB3;SHC1;RPS6KB2;ARAF
Apoptosis	5/143	0.0030593500081901423	0.13461140036036626	0	0	5.104384666428462	29.552104543950684	PIDD1;TUBA1C;TUBA3E;AIFM1;ITPR3
Gap junction	4/88	0.003149991803871584	0.12127468444905598	0	0	6.635700066357001	38.223990896440014	TUBA1C;TUBA3E;CDK1;ITPR3
cGMP-PKG signaling pathway	5/166	0.005751232664728515	0.1968199623040425	0	0	4.397150646381145	22.682002773167298	NFATC2;ATP2A2;ITPR3;ATP1B1;SLC25A5
Th17 cell differentiation	4/107	0.006310762783396527	0.194371493728613	0	0	5.457398185415102	27.644443549415943	RXRA;NFATC2;RXRG;NFKBIB
Alzheimer disease	5/171	0.006505212818016466	0.18214595890446103	0	0	4.268578990054211	21.492941697552954	NCSTN;CDK5;NDUFS4;ATP2A2;ITPR3
Endometrial cancer	3/58	0.007371328060640046	0.1891974202230945	0	0	7.5509690410269314	37.076446444707145	ARAF;ILK;MLH1
Lysine degradation	3/59	0.00772785401984002	0.18309069523928662	0	0	7.422986514907832	36.09741980964436	SETDB1;EHMT2;EZH2
Non-small cell lung cancer	3/66	0.010507643512664474	0.23116815727861842	0	0	6.635700066357001	30.229942488794055	RXRA;ARAF;RXRG
Mismatch repair	2/23	0.010725524840857674	0.22023077673227756	0	0	12.69438273563948	57.57066174744383	PMS2;MLH1
Pathways in cancer	9/530	0.010852866949052999	0.20891768876927022	0	0	2.47899738328054	11.21331331515612	NOTCH2;RXRA;CUL2;NCOA4;RPS6KB2;ARAF;PPARG;MLH1;RXRG
Adipocytokine signaling pathway	3/69	0.011854070338801651	0.21476786260887698	0	0	6.34719136781974	28.150326765301173	RXRA;RXRG;NFKBIB
B cell receptor signaling pathway	3/71	0.01280426995197287	0.21909528584486912	0	0	6.168397244782564	26.88173068996067	BLNK;NFATC2;NFKBIB
Human T-cell leukemia virus 1 infection	5/219	0.017544298913356068	0.28440231922703524	0	0	3.3330000333300003	13.47540655963304	RANBP3;KAT5;MSX2;NFATC2;SLC25A5
Breast cancer	4/147	0.018542533471416878	0.2855550154598199	0	0	3.9723918764586124	15.840659731809156	NOTCH2;SHC1;RPS6KB2;ARAF
Colorectal cancer	3/86	0.02129597776741593	0.3123410072554337	0	0	5.092514004413512	19.60229364102496	RPS6KB2;ARAF;MLH1
Cellular senescence	4/160	0.02441408178145176	0.3417971449403247	0	0	3.6496350364963503	13.549617485267518	CDK1;NFATC2;ITPR3;SLC25A5
Th1 and Th2 cell differentiation	3/92	0.025374593566132694	0.3397989051464726	0	0	4.760393525864805	17.48971846483662	NOTCH2;NFATC2;NFKBIB
Pancreatic secretion	3/98	0.029843472767672043	0.3829912338517912	0	0	4.468940861015939	15.69397794192381	ATP2A2;ITPR3;ATP1B1
Ferroptosis	2/40	0.03066277991670126	0.37776544857375954	0	0	7.299270072992701	25.43580832467395	NCOA4;SLC3A2
Longevity regulating pathway	3/102	0.0330383736909044	0.3913776575691752	0	0	4.293688278231	14.641844370850484	EHMT2;RPS6KB2;PPARG
Axon guidance	4/181	0.036042125126856776	0.4111472051508106	0	0	3.22619671734484	10.720867466859293	CDK5;RYK;NFATC2;ILK
Transcriptional misregulation in cancer	4/186	0.03920935462210978	0.4313029008432076	0	0	3.1394709991366456	10.168244007020446	RXRA;JMJD1C;PPARG;RXRG
Calcium signaling pathway	4/188	0.04051949802300306	0.43034501348568766	0	0	3.1060723714862553	9.957981015854715	ERBB3;ATP2A2;ITPR3;SLC25A5
Serotonergic synapse	3/113	0.042702128384694234	0.4384085180828608	0	0	3.8757186228279825	12.222103927065342	ARAF;ITPR3;ALOX15B
Endocrine and other factor-regulated calcium reabsorption	2/48	0.042806215056357025	0.42530045926961174	0	0	6.08272506082725	19.167104472867653	VDR;ATP1B1
Notch signaling pathway	2/48	0.042806215056357025	0.41200981991743635	0	0	6.08272506082725	19.167104472867653	NOTCH2;NCSTN
Mineral absorption	2/51	0.04775084997182041	0.4456745997369904	0	0	5.724917704308	17.413816583694587	VDR;ATP1B1
Proteoglycans in cancer	4/201	0.04963793720700773	0.4496613135223053	0	0	2.90518211860406	8.724261537757682	ERBB3;RPS6KB2;ARAF;ITPR3
Fanconi anemia pathway	2/54	0.05289243441829148	0.46545342288096503	0	0	5.406866720735334	15.89345751291268	PMS2;MLH1
Sulfur relay system	1/8	0.05351291321651436	0.4578327019635117	0	0	18.248175182481752	53.427596453866705	TST
Pathogenic Escherichia coli infection	2/55	0.05464832999763346	0.4549104226830028	0	0	5.3085600530856	15.431116777527713	TUBA1C;TUBA3E
MicroRNAs in cancer	5/299	0.05508035161401698	0.44644074466097977	0	0	2.4412274491614383	7.077026149074308	NOTCH2;ERBB3;SHC1;FSCN1;EZH2
Osteoclast differentiation	3/127	0.05681126410747399	0.44866331654107666	0	0	3.4484740502327718	9.89029482555861	BLNK;NFATC2;PPARG
Human immunodeficiency virus 1 infection	4/212	0.058165498179351856	0.44787433598100923	0	0	2.7544415369783772	7.834906802965637	RPS6KB2;CDK1;NFATC2;ITPR3
Sulfur metabolism	1/9	0.059998929586478865	0.45072366616184123	0	0	16.220600162206	45.635499710373516	TST
Natural killer cell mediated cytotoxicity	3/131	0.061201116232082825	0.44880818570194075	0	0	3.3431771326684125	9.33946570639282	SHC1;ARAF;NFATC2
Long-term depression	2/60	0.06372689242803448	0.45646239227522367	0	0	4.8661800486618	13.397316945836783	ARAF;ITPR3
Apelin signaling pathway	3/137	0.06807359962189972	0.4765151973532981	0	0	3.196760615909212	8.590225835390612	RPS6KB2;SPP1;ITPR3
Insulin signaling pathway	3/137	0.06807359962189972	0.465925970745447	0	0	3.196760615909212	8.590225835390612	SHC1;RPS6KB2;ARAF
Acute myeloid leukemia	2/66	0.07523361480001642	0.5037381164870665	0	0	4.423800044238001	11.44506588181416	RPS6KB2;ARAF
Long-term potentiation	2/67	0.07721169783815038	0.5059830411521343	0	0	4.35777317790609	11.161147432310537	ARAF;ITPR3
Renal cell carcinoma	2/69	0.0812166640320031	0.5211402608720199	0	0	4.231460911879826	10.623653150537052	CUL2;ARAF
Bile secretion	2/72	0.08734146782854477	0.5490035120651385	0	0	4.0551500405515	9.886171634840862	RXRA;ATP1B1
p53 signaling pathway	2/72	0.08734146782854477	0.5380234418238358	0	0	4.0551500405515	9.886171634840862	PIDD1;CDK1
Cushing syndrome	3/155	0.09065469556010648	0.5474832594610352	0	0	2.825523899222981	6.783228286324667	RBBP5;ITPR3;ASH2L
Thyroid hormone synthesis	2/74	0.09149937296515415	0.541957824485913	0	0	3.9455513908068656	9.43548297322544	ITPR3;ATP1B1
Bacterial invasion of epithelial cells	2/74	0.09149937296515415	0.5317322051559901	0	0	3.9455513908068656	9.43548297322544	SHC1;ILK
Gastric acid secretion	2/75	0.09359984778135792	0.5338657984566341	0	0	3.8929440389294405	9.221319792768687	ITPR3;ATP1B1
Glioma	2/75	0.09359984778135792	0.5241591475756043	0	0	3.8929440389294405	9.221319792768687	SHC1;ARAF
Pancreatic cancer	2/75	0.09359984778135792	0.5147991627974686	0	0	3.8929440389294405	9.221319792768687	RPS6KB2;ARAF
Chronic myeloid leukemia	2/76	0.09571428355567489	0.5171929707920678	0	0	3.8417210910487896	9.014167261640756	SHC1;ARAF
Thiamine metabolism	1/15	0.09799878297512493	0.5204073302816979	0	0	9.7323600973236	22.606328165545992	AK2
Cardiac muscle contraction	2/78	0.09998389586964657	0.5219498292856126	0	0	3.7432154220475384	8.619674891507104	ATP2A2;ATP1B1
RNA degradation	2/79	0.10213850934536563	0.5243110146395435	0	0	3.695832948350734	8.431767355073312	HSPA9;PAN2
Hepatocellular carcinoma	3/168	0.1086499035232284	0.5485929554943335	0	0	2.6068821689259645	5.786299427109839	SHC1;RPS6KB2;ARAF
Insulin secretion	2/86	0.11756506839470834	0.584032920412422	0	0	3.395009336275675	7.2679114754776375	ITPR3;ATP1B1
Steroid biosynthesis	1/19	0.12248077981539765	0.5987949235419441	0	0	7.683442182097579	16.133700812704614	SOAT1
TGF-beta signaling pathway	2/90	0.12662766012967586	0.6093956143740651	0	0	3.2441200324412005	6.703988024978725	TFDP1;RPS6KB2
Protein digestion and absorption	2/90	0.12662766012967586	0.6000202972298487	0	0	3.2441200324412005	6.703988024978725	SLC3A2;ATP1B1
Salivary secretion	2/90	0.12662766012967586	0.590929080605154	0	0	3.2441200324412005	6.703988024978725	ITPR3;ATP1B1
Small cell lung cancer	2/93	0.13353037973332157	0.6138411486248215	0	0	3.1394709991366456	6.321093363111244	RXRA;RXRG
NF-kappa B signaling pathway	2/95	0.13817896559538081	0.6258694324026072	0	0	3.073376872839032	6.082844661915971	PIDD1;BLNK
Aldosterone synthesis and secretion	2/98	0.14521737323047415	0.6482166805070441	0	0	2.9792939073439593	5.748617707139446	ITPR3;ATP1B1
Proximal tubule bicarbonate reclamation	1/23	0.14630301126698295	0.643733249574725	0	0	6.34719136781974	12.19978031320236	ATP1B1
Huntington disease	3/193	0.14667149760036677	0.6362650881818728	0	0	2.2692031315003214	4.355871343208058	NDUFS4;PPARG;SLC25A5
Progesterone-mediated oocyte maturation	2/99	0.1475800815835904	0.6313147934409145	0	0	2.9492000294920007	5.642953106371189	ARAF;CDK1
HIF-1 signaling pathway	2/100	0.14995070808433184	0.6326687409585507	0	0	2.9197080291970803	5.539996063246746	CUL2;RPS6KB2
