Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Apoptosis	27/143	4.4634074645705844E-24	1.37472949908774E-21	0	0	14.86702274103849	799.3422737209025	BECN1;TRADD;PIK3R1;TNF;CASP7;CASP3;AKT3;TNFSF10;CASP2;RIPK1;FADD;SPTAN1;MCL1;NGFR;DFFA;MAP2K2;DAB2IP;TNFRSF10B;GZMB;TRAF2;TNFRSF1A;NFKBIA;BIRC5;BIRC7;MAP3K14;BIRC2;BIRC3
TNF signaling pathway	23/110	9.76323160775999E-22	1.5035376675950384E-19	0	0	16.4638511095204	796.4922817727962	RIPK3;TRADD;DAB2IP;TNFAIP3;TRAF2;PIK3R1;TNFRSF1B;TNF;TNFRSF1A;NFKBIA;CASP7;MMP14;ITCH;CASP3;AKT3;RIPK1;TAB2;FADD;TAB1;MAP3K7;MAP3K14;BIRC2;BIRC3
NF-kappa B signaling pathway	17/95	3.6051066130142964E-15	3.7012427893613444E-13	0	0	14.090343970161625	468.5944681859176	SYK;TRADD;TNFAIP3;TRAF2;BCL10;TNF;TNFRSF1A;NFKBIA;RIPK1;TAB2;LTB;PLCG1;TAB1;MAP3K7;MAP3K14;BIRC2;BIRC3
Human immunodeficiency virus 1 infection	23/212	3.848833248017978E-15	2.9636016009738434E-13	0	0	8.542564254939832	283.5363043883083	PDIA3;MAP2K2;TRADD;CXCR4;TRAF2;PIK3R1;TNFRSF1B;TNF;TNFRSF1A;NFKBIA;TBK1;CASP3;AKT3;RIPK1;TAB2;PLCG1;FADD;RAC1;TAB1;BTRC;PAK2;MAP3K7;ATR
Pathways in cancer	32/530	2.644531138628537E-13	1.6290311813951786E-11	0	0	4.754122715792602	137.68468244292384	FLT4;CXCR4;PIK3R1;LPAR4;ADCY6;ADCY5;CDC42;CASP7;EDNRB;CASP3;AKT3;HEY2;FADD;PLCG1;RAC1;PRKACA;SMAD2;RALBP1;MAP2K2;DAPK1;AXIN1;TRAF2;NFKBIA;RAD51;LPAR6;AGTR1;BIRC5;BIRC7;SOS1;MET;BIRC2;BIRC3
MAPK signaling pathway	24/295	5.782958672567338E-13	2.9685854519179E-11	0	0	6.405978913652742	180.51209892627924	NGFR;HSPA8;MAP2K2;TRADD;FLT4;PLA2G4B;TRAF2;TNF;STK3;TNFRSF1A;CDC42;CASP3;AKT3;KDR;NF1;TAB2;RAC1;TAB1;PRKACA;SOS1;PAK2;MAP3K7;MAP3K14;MET
Human cytomegalovirus infection	21/225	1.2310635051333213E-12	5.416679422586614E-11	0	0	7.349081364829397	201.53490684793894	PDIA3;MAP2K2;TRADD;CXCR4;TSC2;TRAF2;PIK3R1;TNF;ADCY6;ADCY5;TNFRSF1A;NFKBIA;TBK1;RHEB;CASP3;AKT3;RIPK1;FADD;RAC1;PRKACA;SOS1
Epstein-Barr virus infection	20/201	1.3076634997381134E-12	5.034504473991737E-11	0	0	7.8348415403298475	214.3830388152823	PDIA3;SYK;TRADD;TNFAIP3;TRAF2;PIK3R1;TNF;NFKBIA;TBK1;CASP3;AKT3;RIPK1;TAB2;FADD;RAC1;TAB1;VIM;MAP3K7;MAP3K14;CD44
Proteoglycans in cancer	19/201	1.2046445511455152E-11	4.122561352809097E-10	0	0	7.443099463313355	187.1362784809697	SMAD2;MAP2K2;CAV1;HSPB2;PIK3R1;TNF;DCN;CDC42;CASP3;AKT3;KDR;HCLS1;PTPN6;PLCG1;RAC1;PRKACA;SOS1;MET;CD44
Necroptosis	17/162	2.837425059080022E-11	8.739269181966468E-10	0	0	8.262856031884903	200.66791283821098	RIPK3;TRADD;PLA2G4B;SPATA2;TNFRSF10B;TNFAIP3;TRAF2;TNF;TNFRSF1A;SHARPIN;TNFSF10;RIPK1;RBCK1;FADD;SQSTM1;BIRC2;BIRC3
