Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
cytoplasmic vesicle lumen (GO:0060205)	14/129	4.215208637782772E-11	1.8799830524511165E-8	0	0	10.907249425421682	260.57131944493636	PDXK;PSMD11;HSP90AB1;DYNLT1;PGAM1;GSTP1;MIF;HSP90B1;APRT;PRDX4;IMPDH2;CCT8;ALDOA;S100A11
secretory granule lumen (GO:0034774)	19/317	4.535673985521966E-10	1.0114552987713984E-7	0	0	6.023809901241222	129.59550672504096	VAT1;PDXK;PSMD11;HSP90AB1;DYNLT1;PGAM1;GSTP1;MIF;PRDX6;HRNR;APRT;PRDX4;FABP5;IMPDH2;ALB;CCT8;ALDOA;S100A11;KPNB1
ficolin-1-rich granule lumen (GO:1904813)	12/123	3.7005365815859466E-9	5.50146438462444E-7	0	0	9.80512317685991	190.36438784910564	PSMD11;PRDX4;HSP90AB1;DYNLT1;PGAM1;GSTP1;IMPDH2;MIF;CCT8;ALDOA;KPNB1;PGM1
mitochondrial matrix (GO:0005759)	16/308	8.373398215490637E-8	9.336339010272059E-6	0	0	5.220909743522809	85.07796615485333	OAT;HIBADH;MDH2;ETFB;HSPE1;CCAR2;ACAT1;SOD1;NFS1;LACTB2;OXCT1;AKR1B15;PPIF;ALDH7A1;LDHAL6B;IDH3A
ficolin-1-rich granule (GO:0101002)	12/184	3.306263406106628E-7	2.949186958247112E-5	0	0	6.554511688879178	97.80823888725158	PSMD11;PRDX4;HSP90AB1;DYNLT1;PGAM1;GSTP1;IMPDH2;MIF;CCT8;ALDOA;KPNB1;PGM1
mitochondrion (GO:0005739)	29/1026	3.732836980600078E-7	2.7747421555793915E-5	0	0	2.8407142927111186	42.045205220242245	FEN1;OAT;HSP90AB1;HIBADH;GSTP1;TIMM13;ETFB;SYNE2;ACAT1;BCL2L13;NFS1;KLC2;OXCT1;HIVEP1;DNM1L;IDH3A;GPX4;MDH2;HSPE1;PRDX6;SOD1;GSTZ1;MAVS;AKR1B15;PPIF;UBA1;PFDN2;ALDH7A1;AARS
nuclear chromosome, telomeric region (GO:0000784)	6/107	7.069122436076453E-4	0.04504040866414426	0	0	5.63565491006434	40.884444792916334	FEN1;SSB;MCM3;MCM4;MCM5;MCM6
azurophil granule (GO:0042582)	7/154	9.001220369188234E-4	0.05018180355822441	0	0	4.568296025582458	32.03736960829547	VAT1;FABP5;STXBP2;PSAP;CCT8;PRDX6;HRNR
chromosome, telomeric region (GO:0000781)	6/124	0.0015200886913665026	0.07532883959438447	0	0	4.863024801426487	31.556102753653736	FEN1;SSB;MCM3;MCM4;MCM5;MCM6
azurophil granule lumen (GO:0035578)	5/90	0.002056634605366525	0.09172590339934703	0	0	5.5834729201563364	34.543184359671976	VAT1;FABP5;CCT8;PRDX6;HRNR
