Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
pyruvate metabolic process (GO:0006090)	9/46	6.39031009837317E-10	3.2609752431998285E-6	0	0	19.663535066637536	416.2980406517028	LDHC;LDHB;TPI1;GLO1;PGAM1;HAGH;ALDOA;PGM1;LDHAL6B
hexose biosynthetic process (GO:0019319)	8/44	1.0878919849877325E-8	2.7757563996961996E-5	0	0	18.273184102329832	335.06512341618964	TPI1;MDH2;PGAM1;SORD;AKR1B1;ALDOA;ENO3;PGM1
glucose metabolic process (GO:0006006)	9/64	1.3690884123481607E-8	2.3288193894042215E-5	0	0	14.133165829145728	255.90267048096197	TPI1;MDH2;PGAM1;AKR1A1;SORD;PGM5;ALDOA;ENO3;PGM1
neutrophil degranulation (GO:0043312)	21/479	1.4445230444790778E-8	1.8428502739941837E-5	0	0	4.406164433860325	79.54405273714656	VAT1;PDXK;PSMD11;HSP90AB1;DYNLT1;PGAM1;GSTP1;STXBP2;MIF;PRDX6;HRNR;APRT;PRDX4;FABP5;IMPDH2;PSAP;CCT8;ALDOA;S100A11;KPNB1;PGM1
neutrophil activation involved in immune response (GO:0002283)	21/483	1.6679166785961154E-8	1.7022757621751953E-5	0	0	4.369674459252785	78.25696042885524	VAT1;PDXK;PSMD11;HSP90AB1;DYNLT1;PGAM1;GSTP1;STXBP2;MIF;PRDX6;HRNR;APRT;PRDX4;FABP5;IMPDH2;PSAP;CCT8;ALDOA;S100A11;KPNB1;PGM1
neutrophil mediated immunity (GO:0002446)	21/487	1.922960331532609E-8	1.635477761968484E-5	0	0	4.333783909279457	76.99753655871143	VAT1;PDXK;PSMD11;HSP90AB1;DYNLT1;PGAM1;GSTP1;STXBP2;MIF;PRDX6;HRNR;APRT;PRDX4;FABP5;IMPDH2;PSAP;CCT8;ALDOA;S100A11;KPNB1;PGM1
gluconeogenesis (GO:0006094)	6/41	3.0272654692683864E-6	0.0022068765270966536	0	0	14.707684765289862	186.9030640713532	TPI1;MDH2;PGAM1;ALDOA;ENO3;PGM1
regulation of hematopoietic stem cell differentiation (GO:1902036)	7/76	1.0629001969693708E-5	0.006779974631418374	0	0	9.25681036762761	106.0082912016632	PSMB6;PSMA6;PSMD11;PSMC6;PSMD4;CBFB;PSME2
regulation of cellular amine metabolic process (GO:0033238)	6/51	1.1163645579962635E-5	0.0063297870438388144	0	0	11.82382500738989	134.8252792135177	PSMB6;PSMA6;PSMD11;PSMC6;PSMD4;PSME2
regulation of cellular amino acid metabolic process (GO:0006521)	6/51	1.1163645579962635E-5	0.005696808339454932	0	0	11.82382500738989	134.8252792135177	PSMB6;PSMA6;PSMD11;PSMC6;PSMD4;PSME2
positive regulation of Wnt signaling pathway (GO:0030177)	9/140	1.1366018337085362E-5	0.005272799234013328	0	0	6.460875807609475	73.5563119281151	PSMB6;PSMA6;PSMD11;PSMC6;PSMD4;RUVBL1;SPIN1;PSME2;CCAR2
regulation of hematopoietic progenitor cell differentiation (GO:1901532)	7/77	1.1594330994835574E-5	0.004930489255553828	0	0	9.136592051164916	103.83731646094172	PSMB6;PSMA6;PSMD11;PSMC6;PSMD4;CBFB;PSME2
positive regulation of telomerase RNA localization to Cajal body (GO:1904874)	4/15	1.1912264999969848E-5	0.004676022176526625	0	0	26.800670016750416	303.8644426494714	RUVBL1;CCT8;CCT7;NOP10
positive regulation of canonical Wnt signaling pathway (GO:0090263)	8/113	1.7489689486535873E-5	0.006374991817842326	0	0	7.115222128340819	77.93942471908495	PSMB6;PSMA6;PSMD11;PSMC6;PSMD4;RUVBL1;PSME2;CCAR2
regulation of telomerase RNA localization to Cajal body (GO:1904872)	4/18	2.6086619446781508E-5	0.008874667935795067	0	0	22.333891680625346	235.71385907241685	RUVBL1;CCT8;CCT7;NOP10
